movieId,title,genres,urls
15,Cutthroat Island (1995),Action|Adventure|Romance,https://image.tmdb.org/t/p/w500//hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg
16,Casino (1995),Crime|Drama,https://image.tmdb.org/t/p/w500//6zEZY1htzRos2w0W3T7o7W1WJhp.jpg
17,Sense and Sensibility (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg
18,Four Rooms (1995),Comedy,https://image.tmdb.org/t/p/w500//75aHn1NOYXh4M7L5shoeQ6NGykP.jpg
19,Ace Ventura: When Nature Calls (1995),Comedy,https://image.tmdb.org/t/p/w500//wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
21,Get Shorty (1995),Comedy|Crime|Thriller,https://image.tmdb.org/t/p/w500//r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,https://image.tmdb.org/t/p/w500//lKNjGQXTy5WkSjAtLzLzAN9IHCD.jpg
23,Assassins (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w500//guEH393qNWWh2wBJoGP7oqmjTK5.jpg
24,Powder (1995),Drama|Sci-Fi,https://image.tmdb.org/t/p/w500//kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
25,Leaving Las Vegas (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg
26,Othello (1995),Drama,https://image.tmdb.org/t/p/w500//nNP3FDHUIyztw5eq5AejZKzqXbz.jpg
27,Now and Then (1995),Children|Drama,https://image.tmdb.org/t/p/w500//q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg
28,Persuasion (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//s99WrKSEVR4RVvwm5Zn2cqrHTMM.jpg
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500//whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,https://i.quotev.com/b2gtjqawaaaa.jpg
31,Dangerous Minds (1995),Drama,https://image.tmdb.org/t/p/w500//yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,https://i.quotev.com/b2gtjqawaaaa.jpg
34,Babe (1995),Children|Drama,https://image.tmdb.org/t/p/w500//zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
36,Dead Man Walking (1995),Crime|Drama,https://image.tmdb.org/t/p/w500//wQmmJi5ypfHH2boXrQBmsep7qb2.jpg
38,It Takes Two (1995),Children|Comedy,https://image.tmdb.org/t/p/w500//sdes5TrRbymELYLG85YIxmFb1OP.jpg
39,Clueless (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
40,"Cry, the Beloved Country (1995)",Drama,https://image.tmdb.org/t/p/w500//kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
41,Richard III (1995),Drama|War,https://image.tmdb.org/t/p/w500//aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,Dead Presidents (1995),Action|Crime|Drama,https://image.tmdb.org/t/p/w500//wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg
43,Restoration (1995),Drama,https://image.tmdb.org/t/p/w500//z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
44,Mortal Kombat (1995),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500//6Wdl9N6dL0Hi0T1qJLWSz6gMLbd.jpg
45,To Die For (1995),Comedy|Drama|Thriller,https://image.tmdb.org/t/p/w500//aedhsShrlJVhLlwhtlmFJgR4Szs.jpg
46,How to Make an American Quilt (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,https://i.quotev.com/b2gtjqawaaaa.jpg
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,https://image.tmdb.org/t/p/w500//kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,When Night Is Falling (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500//bUPmtQzrRhzqYySeiMpv7GurAfm.jpg
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//cm0oPKizOQlsXpGYvrHvpELfxdi.jpg
53,Lamerica (1994),Adventure|Drama,https://image.tmdb.org/t/p/w500//nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,"Big Green, The (1995)",Children|Comedy,https://image.tmdb.org/t/p/w500//nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,Georgia (1995),Drama,https://image.tmdb.org/t/p/w500//uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,Home for the Holidays (1995),Drama,https://image.tmdb.org/t/p/w500//a8MslR6deQQVe8JR542XDSwHiPB.jpg
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/w500//ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye (1996),Drama|Thriller,https://image.tmdb.org/t/p/w500//vcym9A0idLCFI1iIMRFiXKRvnbs.jpg
62,Mr. Holland's Opus (1995),Drama,https://image.tmdb.org/t/p/w500//kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://image.tmdb.org/t/p/w500//HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500//xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,https://image.tmdb.org/t/p/w500//pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,https://image.tmdb.org/t/p/w500//eqD0jCDIEJ65CmyG63Jaay6bHDp.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w500//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,https://image.tmdb.org/t/p/w500//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",Drama|War,https://image.tmdb.org/t/p/w500//xYXxqn9EV6yplgpLgYzxXlgXuq.jpg
74,Bed of Roses (1996),Drama|Romance,https://image.tmdb.org/t/p/w500//e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,Big Bully (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500//dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,Nico Icon (1995),Documentary,https://image.tmdb.org/t/p/w500//4qO219U8z1XeHLni800jCsbpSs0.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,"Juror, The (1996)",Drama|Thriller,https://image.tmdb.org/t/p/w500//i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://image.tmdb.org/t/p/w500//u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://image.tmdb.org/t/p/w500//oPp6Gbrasox66WyMvPS0k8OakQf.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//45xucuNlia6vEPWYrYu2QlnwgpO.jpg
85,Angels and Insects (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,https://image.tmdb.org/t/p/w500//muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In (1996),Children|Comedy,https://image.tmdb.org/t/p/w500//mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg
88,Black Sheep (1996),Comedy,https://image.tmdb.org/t/p/w500//b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg
89,Nick of Time (1995),Action|Thriller,https://image.tmdb.org/t/p/w500//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,https://image.tmdb.org/t/p/w500//eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://image.tmdb.org/t/p/w500//i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,https://image.tmdb.org/t/p/w500//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//cl5WtKNYL7porHGCroRTAKCGlTM.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,https://image.tmdb.org/t/p/w500//2icwBom0t5nmOuZI9FVXF3gkMK0.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://image.tmdb.org/t/p/w500//laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,https://image.tmdb.org/t/p/w500//tEpefYZtoDZsMflWrPIXbW0OSwN.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://image.tmdb.org/t/p/w500//6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,https://image.tmdb.org/t/p/w500//yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg
104,Happy Gilmore (1996),Comedy,https://image.tmdb.org/t/p/w500//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500//8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://image.tmdb.org/t/p/w500//vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://image.tmdb.org/t/p/w500//k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
108,Catwalk (1996),Documentary,https://image.tmdb.org/t/p/w500//8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
110,Braveheart (1995),Action|Drama|War,https://image.tmdb.org/t/p/w500//or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://i.quotev.com/b2gtjqawaaaa.jpg
113,Before and After (1996),Drama|Mystery,https://image.tmdb.org/t/p/w500//oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered (1995),Documentary,https://image.tmdb.org/t/p/w500//6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://image.tmdb.org/t/p/w500//d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500//ig5LhLEnlt7QCyYjgui082fO4ih.jpg
119,"Steal Big, Steal Little (1995)",Comedy,https://image.tmdb.org/t/p/w500//83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,"Boys of St. Vincent, The (1992)",Drama,https://image.tmdb.org/t/p/w500//cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang (1992),Comedy|Romance,https://image.tmdb.org/t/p/w500//cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://image.tmdb.org/t/p/w500//43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster (1996),Comedy,https://image.tmdb.org/t/p/w500//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/w500//o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiter's Wife (1994),Documentary,https://image.tmdb.org/t/p/w500/None
129,Pie in the Sky (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500//iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
132,Jade (1995),Thriller,https://image.tmdb.org/t/p/w500//hdOvhYU86kzdPp35NKcOId3IMrH.jpg
135,Down Periscope (1996),Comedy,https://image.tmdb.org/t/p/w500//brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year (1995),Documentary,https://image.tmdb.org/t/p/w500//s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg
140,Up Close and Personal (1996),Drama|Romance,https://image.tmdb.org/t/p/w500//9ZmtJB7j5U9XlBNyoO0gOyW9RF0.jpg
141,"Birdcage, The (1996)",Comedy,https://image.tmdb.org/t/p/w500//4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
144,"Brothers McMullen, The (1995)",Comedy,https://image.tmdb.org/t/p/w500//6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://image.tmdb.org/t/p/w500//tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,https://image.tmdb.org/t/p/w500//AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,https://image.tmdb.org/t/p/w500//tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur (1994),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://image.tmdb.org/t/p/w500//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,https://image.tmdb.org/t/p/w500//kWI2rF6RAnRtEjfBlZgsXumgOm5.jpg
152,"Addiction, The (1995)",Drama|Horror,https://image.tmdb.org/t/p/w500//eKYFtRilK08MqyfuhXW484Daz1Y.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w500//mzzNBVwTiiY94xAXDMWJpNPW2US.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,https://image.tmdb.org/t/p/w500//iUAFECovwPA0cVV9bo4uNGLJSGL.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,https://image.tmdb.org/t/p/w500//xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//yBFNJA95MNiasdNUPCU6otdtJE8.jpg
157,Canadian Bacon (1995),Comedy|War,https://image.tmdb.org/t/p/w500//bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children,https://image.tmdb.org/t/p/w500//f8EuycdmuqMjlxFPm7awNJ9gLO8.jpg
159,Clockers (1995),Crime|Drama|Mystery,https://image.tmdb.org/t/p/w500//c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500//hPNSToNIIpRO6y5Rh973leqQqNr.jpg
161,Crimson Tide (1995),Drama|Thriller|War,https://image.tmdb.org/t/p/w500//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,https://image.tmdb.org/t/p/w500//oJWGWzaYdYG4mkQK6sbus5Tenho.jpg
163,Desperado (1995),Action|Romance|Western,https://image.tmdb.org/t/p/w500//e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500//5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w500//lwTE6cUhGxRaJvQ5VPdletIGDPh.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500//mcISIatRSaP30WZQh1G4ZqLVWQA.jpg
168,First Knight (1995),Action|Drama|Romance,https://image.tmdb.org/t/p/w500//xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://image.tmdb.org/t/p/w500//ixaRL2YZ1qjFfVqjdiUxRaJj2cY.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://image.tmdb.org/t/p/w500//w8H2KpRtpzwlxz5KrvINCVihok1.jpg
171,Jeffrey (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://image.tmdb.org/t/p/w500//cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty (1995),Comedy,https://image.tmdb.org/t/p/w500//DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids (1995),Drama,https://image.tmdb.org/t/p/w500//8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion (1995),Comedy,https://image.tmdb.org/t/p/w500//b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,https://image.tmdb.org/t/p/w500//miQREwapDUNwfInokjeVLt8BiNM.jpg
178,Love & Human Remains (1993),Comedy|Drama,https://image.tmdb.org/t/p/w500//pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg
179,Mad Love (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//glhctWoYw1jg8z0FUSwFD4UTNi4.jpg
180,Mallrats (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://image.tmdb.org/t/p/w500//h18blchYYeoAfQHsEMGYUNbht0C.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w500//kfCIZNpb2bWspnQNkIQftQlksCU.jpg
184,Nadja (1994),Drama,https://image.tmdb.org/t/p/w500//sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg
185,"Net, The (1995)",Action|Crime|Thriller,https://image.tmdb.org/t/p/w500//mzR6uMMOixsCg1MjghvbNvOAb73.jpg
186,Nine Months (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg
187,Party Girl (1995),Comedy,https://image.tmdb.org/t/p/w500//nF8wSjYe8BJIM9aAuO8LwfY1afO.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://image.tmdb.org/t/p/w500//1dHaWQxkm8gmdTuuignUOg5kmx9.jpg
189,Reckless (1995),Comedy|Fantasy,https://image.tmdb.org/t/p/w500//vAtl8011zBnxFP22N0b4GEPhZfx.jpg
190,Safe (1995),Thriller,https://image.tmdb.org/t/p/w500//kOCpkoMUVae9UIf85gO71SyjLbW.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500//8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg
193,Showgirls (1995),Drama,https://image.tmdb.org/t/p/w500//ojcUMFpOhYuDOlIb4Ik47mBcYej.jpg
194,Smoke (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//a52KpsmvLNdTdmDzw1fUrJONpfH.jpg
196,Species (1995),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500//yEAEULEn5rraRIpymMACticTfBD.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//dwstlGA74LujvsLpGGaxtBvgx67.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://image.tmdb.org/t/p/w500//uCrAdJWwyiqwtN2lhfEq3Mu2LKZ.jpg
201,Three Wishes (1995),Drama|Fantasy,https://image.tmdb.org/t/p/w500//4kqH4d9FBQv5Sel39Ns7TMd13RT.jpg
202,Total Eclipse (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//e0j1zDF3ITeTbGTXFGamosCxT4z.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://image.tmdb.org/t/p/w500//8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg
204,Under Siege 2: Dark Territory (1995),Action,https://image.tmdb.org/t/p/w500//gElwFCQTbSK5hdK0PVyia547nst.jpg
205,Unstrung Heroes (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//cFgF5so3GFsOg2HzrEXMZxLohHK.jpg
206,Unzipped (1995),Documentary,https://image.tmdb.org/t/p/w500//dnIzv4rXr9FXkqW880E3rStYQA7.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500//xencQzZnUWDRAOUydjf9PWet8Ae.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500//nyCA6UfqEPsH1lqL6YVtVf0KwwN.jpg
209,White Man's Burden (1995),Drama,https://image.tmdb.org/t/p/w500//pIgCFucYI0YvnMR35zV12YY0NHc.jpg
210,Wild Bill (1995),Western,https://image.tmdb.org/t/p/w500//g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
211,"Browning Version, The (1994)",Drama,https://image.tmdb.org/t/p/w500//8My9Wnzu1zasVVzGdDj5y2dItuM.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://image.tmdb.org/t/p/w500//j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://image.tmdb.org/t/p/w500//4zsq30Zj9iAeqejEkkmclL7VnwV.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://image.tmdb.org/t/p/w500//e3oPylXb2nnoE5fVLaehi1Jaxsa.jpg
215,Before Sunrise (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//aZ2Vkrc4RqIjewYbmfy74oDgZfX.jpg
216,Billy Madison (1995),Comedy,https://image.tmdb.org/t/p/w500//1XV42Zu9taxluIKXMeV9OSpYCSq.jpg
217,"Babysitter, The (1995)",Drama|Thriller,https://image.tmdb.org/t/p/w500//yx7akzfwbPCLlxKgZ1NycThFC92.jpg
218,Boys on the Side (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//2dhZnfBjiza5TupvOupRU4hFAcJ.jpg
219,"Cure, The (1995)",Drama,https://image.tmdb.org/t/p/w500//2zYfzA3TBwrMC8tfFbpiTLODde0.jpg
220,Castle Freak (1995),Horror,https://image.tmdb.org/t/p/w500//HJEosQRIdBzAHEdZJCUF7e5FmF.jpg
222,Circle of Friends (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//dmyEriE6TsnbgkNaFOvCcXaF0Nt.jpg
223,Clerks (1994),Comedy,https://image.tmdb.org/t/p/w500//zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
225,Disclosure (1994),Drama|Thriller,https://image.tmdb.org/t/p/w500//1DcDAJ5vM5XKKONmTaadq5GHpfk.jpg
